recipe_name,tag,image_url,recipe_url,page,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Baby Milk shake,BÉBÉS,https://assets.magimix.com/files/rec_1325/948337549milkyshake.jpg,https://www.magimix.fr/recettes/baby-milk-shake_b,59,Magimix,5,0,5,0,1 verre,"['100 ml de lait de croissance', '0.5  banane', '2  fraises']"
Brioche au mascarpone (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17398/avatar_briochemascarponedu28mai.jpg,https://www.magimix.fr/recettes/brioche-au-mascarpone_xl_i,59,Lili Cube,4,25,2,1,12 personnes,"['680 g de farine', '2 sachets de levure de boulanger', '100 g de sucre', '2 pincées de sel', '300 g de mascarpone', '120 ml de lait tiède', '2  œufs', ""2  jaunes d'œufs"", '4 c.s. de sucre en grains']"
Sablés signature,DESSERTS,https://assets.magimix.com/files/rec_53882/375x353.jpg,https://www.magimix.fr/recettes/sables-signature_c,59,Magimix,15,15,8,8,40 pièces,"['130 g de beurre', '220 g de farine T55', '70 g de sucre glace', ""1  jaune d'œuf"", '1 pincée de fleur de sel', '1  gousse de vanille']"
Salade rapido-presto,LÉGUMES,https://assets.magimix.com/files/rec_99802/Copy of RECIPE AVATAR (5).jpg,https://www.magimix.fr/recettes/salade-rapido-presto_m,59,Magimix,3,7,10,0,4 personnes,"['2  carottes', '1  courgette', '1  daïkon', '5  radis', '4  concombre', ""1  gousse d'ail"", '2 c.s. de tahin', '0.5  citron jaune', ""3 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Tzatziki,APÉRITIFS,https://assets.magimix.com/files/rec_982/431591044tzatziki_sauceytartare.jpg,https://www.magimix.fr/recettes/tzatziki,59,Magimix,15,0,45,30,1 bol,"['1  petit concombre', '300 g de yaourt à la grecque', ""1  gousse d'ail"", ""2 c.s. d'huile d'olive"", '1 c.s. de vinaigre de vin', '1 brin de menthe', '1 pincée de sel', '1 pincée de poivre']"
Sauce tomato-poivron,SAUCES,https://assets.magimix.com/files/rec_20833/sauce_tomate.jpg,https://www.magimix.fr/recettes/sauce-tomato-poivron,59,Magimix,15,15,30,0,1 bol,"['200 g de mayonnaise', '1  poivron rouge', '1  tomate', ""1  gousse d'ail"", '1 c.c. de concentré de tomate', '5 branches de basilic', '1 pincée de sucre', '1 pincée de sel', '1 pincée de poivre']"
Guacamole,SAUCES,https://assets.magimix.com/files/rec_34591/fr_guacamole.jpg,https://www.magimix.fr/recettes/guacamole-fr,59,Magimix,5,0,5,0,1 bol,"['2  avocats', '1 c.s. de crème fraîche', '1  citron vert', '8 gouttes de tabasco', '1  oignon nouveau', ""15 ml d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Sauce dijonnaise,SAUCES,https://assets.magimix.com/files/rec_34586/fr_365530161sauceydijonaisey700.jpg,https://www.magimix.fr/recettes/sauce-dijonnaise-fr,59,Magimix,5,0,5,0,1 bol,"['2 tranches de jambon blanc', '2 c.s. de crème fraîche', ""1 c.s. de moutarde à l'ancienne""]"
Sauce outre-manche,SAUCES,https://assets.magimix.com/files/rec_971/MAGI00009.jpg,https://www.magimix.fr/recettes/sauce-outre-manche,59,Magimix,5,5,10,0,1 bol,"['200 g de fromage blanc', '1 boîte de crabe', ""50 g d'olives vertes"", '15 ml de whisky', '1 pincée de poivre', '1 pincée de sel']"
Anchoïade,SAUCES,https://assets.magimix.com/files/rec_48912/fr_fr_1455445807ANCHOIADE.jpg,https://www.magimix.fr/recettes/anchoiade-fr,59,Magimix,10,0,10,0,1 bol,"[""200 g d'anchois à l'huile d'olive"", '160 g de crème fraîche', ""2  gousses d'ail"", '1 c.c. de vinaigre balsamique', '1 tranche de pain de mie', '1 pincée de poivre']"
Vinaigrette aux agrumes,SAUCES,https://assets.magimix.com/files/rec_907/1558672783agrumes.jpg,https://www.magimix.fr/recettes/vinaigrette-aux-agrumes,59,Magimix,5,0,5,0,1 bol,"['1  orange', '1  citron jaune', '1 c.c. de sucre', '5 ml de sauce worcestershire', ""100 ml d'huile d'olive"", '1 pincée de poivre blanc']"
Sauce des îles,SAUCES,https://assets.magimix.com/files/rec_7334/Fotolia_36693897_Subscription_Monthly_XLfh.jpg,https://www.magimix.fr/recettes/sauce-des-iles,59,Magimix,5,0,5,0,1 bol,"['100 ml de crème fraîche liquide', '1  jus de citron vert', '2 c.s. de lait de coco', '8 gouttes de tabasco', '1 pincée de sel', '1 pincée de poivre']"
Sauce au thon,SAUCES,https://assets.magimix.com/files/rec_887/289565853saucethon.jpg,https://www.magimix.fr/recettes/sauce-au-thon,59,Magimix,5,0,5,0,1 bol,"['60 g de fromage blanc battu', '15 g de thon', '0.5  échalote', '1 brin de persil', '1 brin de ciboulette', '1 pincée de sel', '1 pincée de poivre']"
Sauce pamplemousse,SAUCES,https://assets.magimix.com/files/rec_25376/2048807476Fotolia_7128683_Subscription_L.jpg,https://www.magimix.fr/recettes/sauce-pamplemousse,59,Magimix,5,0,5,0,1 bol,"['125 g de yaourt nature', '1  pamplemousse', ""2 c.s. d'huile de tournesol"", '1 c.s. de ciboulette', '1 pincée de sel', '1 pincée de poivre']"
Yaourt glacé aux abricots,DESSERTS,https://assets.magimix.com/files/rec_9695/yaourtabricots_desgages.jpg,https://www.magimix.fr/recettes/yaourt-glace-aux-abricots_b,59,Magimix,10,0,10,0,2 personnes,"[""250 g yaourts au lait d'amande nature"", ""400 g d'abricots surgelés"", '60 g de cassonade']"
Harissa,SAUCES,https://assets.magimix.com/files/rec_8526/chutney_tomate.jpg,https://www.magimix.fr/recettes/harissa_m,59,Magimix,15,0,15,0,1 bol,"['250 g de piment rouge', ""1  gousse d'ail"", '1 c.c. de coriandre', ""5 c.s. d'huile d'olive"", '1 c.c. de sel', '1 c.c. de cumin']"
Sauce cocktail,SAUCES,https://assets.magimix.com/files/rec_96455/fr_Fotolia_10027857_L.jpg,https://www.magimix.fr/recettes/sauce-cocktail_m,59,Magimix,10,0,10,0,1 bol,"['200 g de mayonnaise', '1 c.s. de ketchup', '1 c.s. de porto', '5 ml de sauce worcestershire', '8 gouttes de tabasco', '1 c.s. de crème fraîche']"
Sauce rouille,SAUCES,https://assets.magimix.com/files/rec_21493/fr_Copie_de_15_md_micro.jpg,https://www.magimix.fr/recettes/sauce-rouille_m,60,Magimix,10,0,10,0,1 bol,"[""2  gousses d'ail"", '1 c.s. de concentré de tomate', ""2  jaunes d'œufs"", '1 pincée de piment de cayenne', '1 g de safran', ""200 ml d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Sauce béarnaise,SAUCES,https://assets.magimix.com/files/rec_68342/fr_bearnaise_2.jpg,https://www.magimix.fr/recettes/sauce-bearnaise_m,60,Magimix,10,10,20,0,1 bol,"['2  échalotes', ""2 branches d'estragon"", '100 g de beurre', ""2  jaunes d'œufs"", '50 ml de vinaigre de cidre', '1 pincée de sel', '1 pincée de poivre']"
Sauce tartare,SAUCES,https://assets.magimix.com/files/rec_64816/fr_couv_micro.jpg,https://www.magimix.fr/recettes/sauce-tartare_m,60,Magimix,5,0,5,0,1 bol,"['200 g de mayonnaise', '4  cornichons', '2 c.s. câpres', '1  oignon nouveau', '2 c.s. de persil', '2 c.s. de ciboulette', '2 c.s. de cerfeuil', '1 pincée de sel', '1 pincée de poivre']"
Mayonnaise sans huile,SAUCES,https://assets.magimix.com/files/rec_63199/fr_fr_1555969133Mayonnaise.jpg,https://www.magimix.fr/recettes/mayonnaise-sans-huile_m,60,Magimix,5,0,5,0,1 bol,"[""2  jaunes d'œufs"", '1 c.c. de moutarde', '220 g de fromage blanc allégé', '1 c.c. de vinaigre', '1 pincée de sel', '1 pincée de poivre']"
Mayonnaise classique,SAUCES,https://assets.magimix.com/files/rec_10201/Mayonnaise.jpg,https://www.magimix.fr/recettes/mayonnaise-classique_m,60,Magimix,5,0,5,0,1 bol,"[""1  jaune d'œuf"", '1 c.s. moutarde forte', '250 ml huile de colza', '1 pincée de sel', '1 pincée de poivre', '2 c.s. de vinaigre']"
Langues de chat,DESSERTS,https://assets.magimix.com/files/rec_57653/cookies_375x353.jpg,https://www.magimix.fr/recettes/languechat_c,60,Magimix,10,12,22,0,20 pièces,"['125 g de beurre', '100 g de sucre', '1 c.c. de vanille liquide', '150 g de farine', ""4  blancs d'œufs""]"
Focaccia oignon rouge et feta,BOULANGERIE,https://assets.magimix.com/files/rec_64691/focaccia oignon-avatar.jpg,https://www.magimix.fr/recettes/focaccia-oignonrouge,60,Magimix,40,14,2,1,1 pain,"[""250 g d'eau"", '50 g de lait', '16 g de levure fraîche de boulanger', '500 g de farine T55', '20 g de sucre', ""20 g d'huile d'olive"", '1 c.c. de fleur de sel', '2  oignons rouges', ""3 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre', '80 g de feta', ""30 g d'eau"", ""30 g d'huile d'olive"", '1 pincée de fleur de sel', ""1 c.c. d'origan""]"
Houmous et roulé de courgette,APÉRITIFS,https://assets.magimix.com/files/rec_1831600/15227029171_Aperitifs.jpg,https://www.magimix.fr/recettes/houmous-robot,60,Magimix,10,0,10,0,6 personnes,"['1  citron jaune', ""1  gousse d'ail"", '1 brin de menthe', '1 pincée de sel', '1 pincée de poivre 5 baies', '1 c.s. de pignons de pin grillés', '40 g de tahin', ""50 ml d'huile d'olive"", '275 g de pois chiches', '4  courgettes']"
Pâtes brisées allégées (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17449/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_52.jpg,https://www.magimix.fr/recettes/pte-brise-allge-ptrin-xl_c,60,Magimix,5,0,35,30,2 pâtes,"['740 g de farine t80', '2  œufs', '2 c.c. de sel', '500 g de fromage blanc']"
Pâte sablée (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_42695/foncer_5037.jpg,https://www.magimix.fr/recettes/pate-sablee_xl_c,60,Magimix,5,0,35,30,2 pâtes,"['500 g de farine', '250 g de beurre', '2  œufs', '200 g de sucre en poudre']"
Glaçage au chocolat,DESSERTS,https://assets.magimix.com/files/rec_1774/fr_67954762534_gateau_miroir_ouvert_5332_copier.jpg,https://www.magimix.fr/recettes/glacage-au-chocolat_c,60,Magimix,5,3,8,0,1 bol,"[""50 ml d'eau"", '80 g de sucre', '100 g de chocolat noir']"
Chantilly,DESSERTS,https://assets.magimix.com/files/rec_34354/chantilly_Avatar.jpg,https://www.magimix.fr/recettes/chantilly_c,60,Magimix,10,0,10,0,4 personnes,"['1  gousse de vanille', '300 ml de crème liquide (35 % mat. grasse min.)', '50 g de sucre glace']"
Banoffee pie,DESSERTS,https://assets.magimix.com/files/rec_63219/banoffee pie_Avatar.jpg,https://www.magimix.fr/recettes/banoffee-pie_c,60,Magimix,10,30,1,1,6 personnes,"['225 g de farine T45', '100 g de beurre', '80 g de sucre glace', '1  œuf', '3  bananes', '30 g de chocolat noir', '125 g de confiture de lait', '1  gousse de vanille', '300 ml de crème liquide froide', '50 g de sucre glace']"
Pains noix et céréales (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17500/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_8.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/pains-aux-noix-a-la-farine-cereales_xl_c,60,Magimix,10,35,4,3,2 pains,"['2.5 c.c. de levure fraîche de boulanger', '200 g de farine T55', '300 g de farine multicéréales', '2 c.c. de sel', '100 g de cerneaux de noix']"
Yorkshire puddings,BOULANGERIE,https://assets.magimix.com/files/rec_99017/Yorkshire Puddings - 375x353 (1).jpg,https://www.magimix.fr/recettes/yorkshire-puddings-uk_c,60,Magimix,10,25,35,0,6 pièces,"[""1 c.s. d'huile d'olive"", '2  œufs', '115 g de farine', '115 ml de lait entier']"
Tortillas (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17514/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_23.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/tortillas-ptrin-xl_c,60,Magimix,10,5,45,30,12 pièces,"['800 g de farine T55', '200 g de farine de maïs', '60 g de margarine', '2 c.c. de sel']"
Tortillas,BOULANGERIE,https://assets.magimix.com/files/rec_30936/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_23.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/tortillas_c,60,Magimix,10,5,45,30,6 pièces,"['400 g de farine T55', '100 g de farine de maïs', '30 g de margarine', '1 c.c. de sel']"
Shot concentré kumquat estragon,BOISSONS,https://assets.magimix.com/files/rec_53458/Recette_Jus_Kumquat_Estragon_Juice_Expert_Magimix.jpg,https://www.magimix.fr/recettes/shot-concentre-kumquat-estragon_c,60,Magimix,5,0,5,0,1 verre,"['150 g de kumquat', ""2 branches d'estragon""]"
Scones citron et chia (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17528/1246387365Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_39.pdf_Page_1_Image_0004.jpg,https://www.magimix.fr/recettes/scones-citron-et-chia-ptrin-xl_c,60,Magimix,20,10,1,1,16 pièces,"['310 g de farine T55', '2 sachets de levure chimique', '80 g de beurre', '168 g de sirop de citron', '30 g de zestes de citron confits', '100 g de crème fraîche liquide', '30 g de graines de chia', '1 zeste de citron', '2 pincées de sel']"
Pâte de fruits,DESSERTS,https://assets.magimix.com/files/rec_9532/1799519906pateydeyfruitsyassiette.jpg,https://www.magimix.fr/recettes/pate-de-fruits_c,60,Magimix,10,1,49,48,30 pièces,"['550 g de pruneaux dénoyautés', '275 g de sucre']"
Granola châtaigne et chocolat,DESSERTS,https://assets.magimix.com/files/rec_46520/TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_Page_13.jpg,https://www.magimix.fr/recettes/granola-chataigne-et-chocolat_c,60,Magimix,15,20,35,0,1 pot,"['80 g de noisettes', '1  orange', ""150 g de flocons d'avoine"", '1 c.c. de cannelle', '20 g de miel', '80 g de châtaignes cuites', '80 g de pépites de chocolat', '140 g de crème de marrons', ""30 ml d'huile de noix""]"
Pains ciabatta (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17510/2034235115Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_19.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/pain-ciabatta-_italien_xl_c,60,Magimix,10,15,1,1,8 pains,"['1 sachet de levure de boulanger déshydratée', '500 g de farine T55', ""36 ml d'huile d'olive"", '1 c.c. de sel']"
Pains farine pois chiche (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17457/TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_Page_24.jpg,https://www.magimix.fr/recettes/pains-farine-pois-chiche-ptrin-xl_c,60,Magimix,10,30,40,0,8 pains,"['400 g de farine de pois chiches', '400 g de farine T55', '400 g de yaourt de soja', '80 g de sucre semoule', ""60 ml d'huile d'olive"", '2 sachets de levure chimique']"
Pain ciabatta (italien),BOULANGERIE,https://assets.magimix.com/files/rec_89984/2034235115Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_19.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/pain-ciabatta-_italien__c,60,Magimix,10,15,1,1,4 pains,"['0.5 sachet de levure sèche de boulanger', '250 g de farine T55', ""18 ml d'huile d'olive"", '0.5 c.c. de sel']"
Petits pains aux olives et au chorizo,BOULANGERIE,https://assets.magimix.com/files/rec_938/17224601983petitsypainsy650.jpg,https://www.magimix.fr/recettes/petits-pains-aux-olives-et-au-chorizo-1_c,60,Magimix,10,20,2,2,6 pains,"['250 g de farine T65', ""180 ml d'eau"", '4 g de levure fraîche de boulanger', '4 g de sel', ""40 g d'olives dénoyautées et égouttées"", '80 g de chorizo']"
Fougasses aux olives (Pétrin XL),BOULANGERIE,https://assets.magimix.com/files/rec_17474/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_2.pdf_Page_1_Image_0001.jpg,https://www.magimix.fr/recettes/fougasse-aux-olives-ptrin-xl_2_c,60,Magimix,15,20,2,2,8 pains,"['32 g de levure fraîche de boulanger', '680 g de farine T65', ""2 c.c. d'huile d'olive"", '2 c.c. de sel', ""100 g d'olives noires dénoyautées"", '2 c.c. de fleur de sel', ""2 pincées d'origan séché""]"
Jus de persil et céleri,BOISSONS,https://assets.magimix.com/files/rec_32806/Jus Percil_avatar.jpg,https://www.magimix.fr/recettes/jus-persil,60,Magimix,10,0,10,0,2 verres,"['650 g de céleri branche', '1 bouquet de persil', '4  pommes', '1  citron vert']"
Glaçage au citron,DESSERTS,https://assets.magimix.com/files/rec_4555/Carrot-cake_Avatar.jpg,https://www.magimix.fr/recettes/glaage-au-citron_c,60,Magimix,5,0,5,0,1 bol,"['170 g de sucre', ""1  blanc d'œuf"", '0.5  citron jaune']"
Glaçage à la vanille,DESSERTS,https://assets.magimix.com/files/rec_90869/Crème-au-beurre-à-la-vanille_Avatar.jpg,https://www.magimix.fr/recettes/glaage-la-vanille_c,60,Magimix,5,0,5,0,1 bol,"['150 g de sucre glace', ""30 ml d'eau"", ""1 c.c. d'extrait de vanille""]"
Confiture de cassis,DESSERTS,https://assets.magimix.com/files/rec_70138/Fotolia_118844158_S.jpg,https://www.magimix.fr/recettes/confiture-de-cassis_i,60,MELI-MELO,10,15,25,0,3 pots,"['600 g de cassis frais', '300 g de sucre en poudre', '1  citron jaune']"
Crêpes de maïs,BOULANGERIE,https://assets.magimix.com/files/rec_7178/Roule_01.jpg,https://www.magimix.fr/recettes/crepes-de-mais,60,Magimix,5,4,9,0,8 crêpes,"['250 g de maïs', '3  œufs', '100 g de farine', '150 ml de lait']"
Chutney de kaki,SAUCES,https://assets.magimix.com/files/rec_3802/chutney_de_kaki_juice_expert_magimix_extracteur_de_jus.jpg,https://www.magimix.fr/recettes/chutney-de-kaki_c,60,Magimix,15,15,30,0,1 bol,"['1  oignon', '2  gros kakis très mûrs', '1 branche de thym', '1 feuille de laurier', ""1 c.s. d'huile d'olive"", '1 c.c. de vinaigre de Xérès', '1 c.s. de miel', '25 g de pignons grillés']"
Rillettes aux deux saumons,APÉRITIFS,https://assets.magimix.com/files/rec_1041/747604511rillette2.jpg,https://www.magimix.fr/recettes/rillettes-aux-deux-saumons_c,60,Magimix,15,10,2,2,1 bol,"['200 g de pavé de saumon frais', '100 g de saumon fumé', '0.5  citron jaune', '100 g de crème fraîche épaisse', '0.5  concombre', '5 brins de ciboulette', ""2 brins d'aneth"", '1 c.s. de pignons de pin (facultatif)']"
Sauce cocktail,SAUCES,https://assets.magimix.com/files/rec_891/Fotolia_10027857_L.jpg,https://www.magimix.fr/recettes/sauce-cocktail-1_c,60,Magimix,10,0,10,0,1 bol,"['500 ml de mayonnaise', '1 c.s. de ketchup', '1 c.s. de Porto ou de Cognac', '5 ml de sauce Worcestershire', '15 ml de crème fraîche', '0.5 c.c. de Tabasco®']"
Pain d'épeautre aux carottes,BOULANGERIE,https://assets.magimix.com/files/rec_75601/Pages de PDF MAGIMIX ALLEMAND-2.jpg,https://www.magimix.fr/recettes/pain-epeautre-carotte_de_c,60,Magimix,10,50,1,45,1 pain,"[""500 g de farine d'épeautre"", ""240 ml d'eau"", '1 sachet de levure sèche de boulanger', '0.5 c.c. de cumin', '150 g de carottes', '1 c.s. de sel', '1 c.s. de miel']"
Fougasses aux tomates cerises,BOULANGERIE,https://assets.magimix.com/files/rec_85405/375x353-4.jpg,https://www.magimix.fr/recettes/fougasses-aux-tomates-cerises_c,60,Magimix,15,20,2,2,4 pains,"['16 g de levure fraîche de boulanger', '340 g de farine T65', ""5 ml d'huile d'olive"", '1 c.c. de sel', '100 g de tomates cerises', ""1 c.c. d'origan séché"", '1 c.c. de fleur de sel', ""1 c.c. d'huile d'olive""]"
Fougasses serrano-courgette-parmesan,BOULANGERIE,https://assets.magimix.com/files/rec_86327/375x353-3.jpg,https://www.magimix.fr/recettes/fougasses-serrano-courgette-parmesan_c,60,Magimix,15,20,2,2,4 pains,"['16 g de levure fraîche de boulanger', '340 g de farine T65', ""5 ml d'huile d'olive"", '1 c.c. de sel', '100 g de jambon serrano', '100 g de courgette', ""1 c.s. d'origan séché"", '1 c.c. de fleur de sel', ""1 c.c. d'huile d'olive""]"
"Fougasses chèvre, miel et romarin",BOULANGERIE,https://assets.magimix.com/files/rec_81138/375x353.jpg,https://www.magimix.fr/recettes/fougasses-chevre-miel-et-romarin_c,60,Magimix,15,20,2,2,4 pains,"['16 g de levure fraîche de boulanger', '340 g de farine T65', ""5 ml d'huile d'olive"", '1 c.c. de sel', '1  bûche de fromage de chèvre', '1 c.s. de romarin séché', '1 c.s. de miel', '1 c.c. de fleur de sel', ""1 c.c. d'huile d'olive""]"
Mauricettes,BOULANGERIE,https://assets.magimix.com/files/rec_88865/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_26.pdf_Page_1_Image_0003.jpg,https://www.magimix.fr/recettes/mauricettes_c,60,Magimix,20,15,1,1,6 pains,"['80 ml de lait', '1 sachet de levure sèche de boulanger', '250 g de farine T55', '35 g de margarine', '1 c.c. de sel', '50 g de bicarbonate de soude', '1 c.c. de sel', ""1  jaune d'œuf"", '5 ml de lait']"
Pain polaire (suédois),BOULANGERIE,https://assets.magimix.com/files/rec_15925/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_21.pdf_Page_1_Image_0003.jpg,https://www.magimix.fr/recettes/pain-polaire-_suedois_c,60,Magimix,15,5,1,1,4 pains,"['1 sachet de levure sèche de boulanger', '250 g de farine T55', '50 g de crème fraîche épaisse', '1 c.c. de sucre', '1 pincée de sel']"
Pain pita (libanais),BOULANGERIE,https://assets.magimix.com/files/rec_35634/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_20.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/pain-pita-_libanais__c,60,Magimix,15,3,1,1,4 pains,"['200 g de farine T45', '1 sachet de levure sèche de boulanger', '0.5 c.c. de sel', ""2 c.c. d'huile d'olive""]"
Pain sans gluten,BOULANGERIE,https://assets.magimix.com/files/rec_36806/Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_12.pdf_Page_1_Image_0006.jpg,https://www.magimix.fr/recettes/pain-sans-gluten_c,60,Magimix,10,40,3,3,1 pain,"['18 g de levure fraîche de boulanger', '100 g de farine de riz complète', ""75 g de son d'avoine"", '100 g de farine de sarrasin', '1  œuf', '20 g de sucre', '15 g de psyllium en poudre', '0.5 c.c. de sel']"
Pain vegan aux flocons d'avoine,BOULANGERIE,https://assets.magimix.com/files/rec_30859/1023082738Pages_de_TOME6_PAINS_VIENNOISERIES_BAT_DEF_05072019_11.pdf_Page_1_Image_0002.jpg,https://www.magimix.fr/recettes/pain-vegan-aux-flocons-d_avoine_c,60,Magimix,10,35,1,1,1 pain,"['1 sachet de levure sèche de boulanger', ""225 ml d'eau"", '200 g de farine T110', '125 g de farine T65', ""30 g de sirop d'agave"", '1 c.c. de sel fin', ""75 g de gros flocons d'avoine""]"
Pain d'épices aux noix de pécan,DESSERTS,https://assets.magimix.com/files/rec_86472/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_60.jpg,https://www.magimix.fr/recettes/pain-d_epices-aux-noix-de-pecan_c,60,Magimix,10,1,1,0,1 pain,"['85 g de miel', ""125 g de poudre d'amandes"", ""150 ml de lait d'amandes"", ""125 g de son d'avoine"", ""30 g de sirop d'agave"", ""20 g de mélange pour pain d'épices"", '1 sachet de levure chimique', '2  blancs d’œufs', '100 g de noix de pécan', '25 g de fructose']"
Pizza de spaghettis,VÉGÉTARIENS,https://assets.magimix.com/files/rec_21539/Noodle_Pizza_pg90&91-2_petit .jpg,https://www.magimix.fr/recettes/pizza-de-spaghettis_,60,Magimix,15,40,55,0,1 pizza,"['1  pomme de terre à chair farineuse, pelée', ""2 c.s. d'huile d'olive"", '0.5  chou-fleur', '2  gros œufs', '40 g de parmesan râpé', '100 ml de sauce tomate pour pizza', '150 g de mozzarella tranchée', '1 poignée de feuilles de basilic', '1 pincée de sel', '1 pincée de poivre du moulin']"
Pizza low carb,BOULANGERIE,https://assets.magimix.com/files/rec_11092/pizza low carb_Avatar.jpg,https://www.magimix.fr/recettes/pizza-low-carb_c,60,Magimix,10,15,25,0,1 pizza,"[""100 g de poudre d'amandes"", '80 g de parmesan en poudre', '0.5 c.c. de bicarbonate de soude', ""2 c.s. d'huile d'olive"", '1  œuf']"
Pizza sans gluten,BOULANGERIE,https://assets.magimix.com/files/rec_609/pizza sans gluten_Avatar.jpg,https://www.magimix.fr/recettes/pizza-sans-gluten_c,60,Magimix,10,0,1,1,1 pizza,"['0.5 sachet de levure de boulanger sans gluten', ""100 ml d'eau"", '200 g de farine de riz', '4 g de sel', ""1 c.c. d'origan"", ""35 ml d'huile""]"
Jus pomme Granny et kiwis,BOISSONS,https://assets.magimix.com/files/rec_38134/avatar_DSC0017848x477.jpg,https://www.magimix.fr/recettes/jus-pomme-granny-et-kiwis_i,60,Aurélie,5,0,5,0,2 verres,"['1  pomme Granny', '4  kiwis']"
Jus d'agrumes épicé,SAUCES,https://assets.magimix.com/files/rec_18416/Fotolia_39349763_Subscription_Monthly_XXL.jpg,https://www.magimix.fr/recettes/jus-d_agrumes-epice_c,60,Magimix,10,15,25,0,4 verres,"['2  oranges à jus', '1  pamplemousse', '1  citron jaune', '1 capsule de safran', ""1 pincée de piment d'Espelette"", '1 c.s. de miel']"
Smoothie Soleil,BOISSONS,https://assets.magimix.com/files/rec_27618/1275043135smoothieysoleil.jpg,https://www.magimix.fr/recettes/smoothie-soleil_robot,60,Magimix,5,0,5,0,6 verres,"['2  pamplemousses', '1  banane', '1  nectarine', '1 c.c. de gingembre en poudre']"
Smoothie bowl mangue-fruit du dragon,DESSERTS,https://assets.magimix.com/files/rec_48092/Recette_Smoothie_bowl_Mangue_Fruit_du_dragon_Juice_Expert_Magimix.jpg,https://www.magimix.fr/recettes/smoothie-bowl-mangue-fruit-du-dragon_d,60,Magimix,5,0,5,0,1 personne,"['0.5  fruit du dragon', '0.5  mangue', '1  banane', '125 g yaourt', '2 c.s. de copeaux de noix de coco', '3 c.c. de céréales', ""1 c.c. de miel d'acacia"", '8  framboises']"
Forêt noire,DESSERTS,https://assets.magimix.com/files/rec_50906/Foret_Noire.jpg,https://www.magimix.fr/recettes/foret-noire_c,60,Magimix,40,40,1,30,16 personnes,"['100 g de farine de blé', '50 g de fécule de maïs (Maïzena®)', '2 c.c. de levure chimique', '75 g de beurre', '6  œufs', '180 g de sucre', '1 sachet de sucre vanillé', '150 g de chocolat noir', '750 ml de crème fouettée', '4 sachets de sucre vanillé', '700 g de griottes au sirop', '450 ml de jus de cerises', '2 c.s. de sucre', '4 c.s. de fécule de maïs (Maïzena®)', '100 ml de kirsch', '17  cerises confites', '100 g de chocolat noir']"
Coulis aux fraises et au vin doux,SAUCES,https://assets.magimix.com/files/rec_15129/429508583Plat_Fe_te.jpg,https://www.magimix.fr/recettes/coulis-aux-fraises-et-au-vin-doux_c,60,Magimix,5,10,1,1,2 pots,"['200 g de fraises', '1  citron non traité', '4 c.s. de miel', '90 g de sucre', '500 ml de côtes-du-rhône']"
Ketchup maison,SAUCES,https://assets.magimix.com/files/rec_28132/fr_737128014xfhdw.jpg,https://www.magimix.fr/recettes/ketchup-maison-1_c,60,Magimix,15,1,2,1,4 pots,"['3  tomates', '1 branche de céleri branche', '2  pommes rouges', '1  mangue', '1  oignon', '150 ml de vinaigre', '150 g de sucre en poudre', '1 c.c. de sel']"
